review_no,accom_no,user_no,accom_nm,content,review_rate1,review_rate2,review_rate3
e86c48c4,9b0057ac,3ee783e2,세인트존스 호텔,오션뷰에서 1박을 머물렀습니다 ㅎㅎ 탁트인전망이 기분을 상기시켜주고 청결도 매우우수한 호텔로 다음번에도 강릉에 머물계획이라면 저는 이호텔을 오겠습니다~,100,100,100
6ee1342e,9b0057ac,52c921fc,세인트존스 호텔,별롴........,100,100,100
f2fc6879,9b0057ac,68ee1340,세인트존스 호텔,오랜만에 가족여행으로 먼길로 강릉에 왔습니다~^^좋은 기억들을 많이 담고가서 앞으로도 이 기억으로 행복한 일상들을 보낼 수 있을것 같아요~ 다음에도 휴가는 이곳으로 정합니다♥️,100,100,100
7da8b7a6,9b0057ac,6bb47857,세인트존스 호텔,가족이랑 떠난 추석연휴  아이들이랑 강아지들이랑  오기 좋은곳이네요 댕댕이 를 위한시설도 많고  특히 수영장 위치가촣아서   다음에간다면 레쉬가드 가지고가야겠어요 수영장이용 못 한것이 아쉽네요::;;  아짐산책으로   바닷길가까워 좋으네요,100,100,100
ccf41f35,9b0057ac,20d57cd3,세인트존스 호텔,좋은데 먼가 부족하네.,100,100,100
435043bd,9b0057ac,f74a71c7,세인트존스 호텔,"채크인 시간이 4시라 다른 곳보다 많이 늦은데,절대 일찍 체크인 안해줍니다. 그래서 평일 인데도 체크인시 사람이 몰려서 좀 기다렸습니다. 여기어때 특가를 통해 싸게 예약하긴 했지만, 룸에는 특급호텔이라고 할 수있는 슬리퍼 등 모두 다시 유료로 구매해야했어요. 무료로 제공되는건 생수 2병뿐였습니다. 그래도 청결도나 시설에 비해 싸게 이용해서 큰 불만은 없었습니다.",50,80,60
b61fc715,9b0057ac,8ff9f92c,세인트존스 호텔,평일이라 체크인 대기가 생각보다 적어서 좋았어요.체크인 빠르게 이뤄져서 좋았어요. 고층으로 배정 받아서 좋았어요. 룸 컨디션 체크하다가 냉장고 옆 장에 남이 쓰던 수건이 그대로 남아있던걸 확인하고 프론트로 연결하려고 했으나 통화중 상태로 돌려놨는지 아예 연락을 안받더라구요. 조금 찝찝하고 청소 제대로 안되어있나 싶었는데 연락이 안되니까 그냥 어쩔수 없이 썼어요. 밤에 옆방인지 건너방인지 시끄럽게 소리치는게 너무 잘 들렸어요. 전반적으로 무난했어요,80,40,60
20e26920,9b0057ac,fc71c16b,세인트존스 호텔,침대 겁나편해요 ㅠㅠ 깨끗하고 친절하고 담에또오려구요,100,100,100
775cbe21,9b0057ac,5c4b0cae,세인트존스 호텔,가격대비 좀  아쉬운점이 많아요 베개에서 냄새가나구요  체크인 하는데 한시간걸려서  힘들었어요  조식도  가격대비  너무   먹을게  없었구  맛도 별루예요,100,100,100
dd48fb4a,9b0057ac,6df3018a,세인트존스 호텔,"해변가에 있는 호텔 3군데 다 묵었는데^^~아들이 세인트존스 수영장이 너무 좋다고 했어요주말이라 비싼 가격에 묵었지만비싼 값을 했구요~주말 지나고 집으로 가려 했으나세인트존스호텔이 좋아서 하루 더 묵고울릉도,독도도 다녀오게  해준 고마운 호텔입니다.직원들도 친절하고 응대도 좋았습니다~수영장 이용시 카바나 이용했는데아들이 오전 11시부터 오후 9시 50분까지이용해서ㅠㅠ 저는 힘들었지만아들은 최고의 수영장을 가진 호텔이라고또 가고 싶다고하고 ""집""이라고 할 정도입니다.호텔이 큰 만큼 엘리베이터는 늦게 오지만아이랑 이용하기에도 연인이 묵기에도좋은 호텔인거 같아요오션뷰 최고였고 행복한 여행의 길잡이가 되어강릉이 좋아지고 애정한는 도시가 되었어요~또 오고 싶은 호텔입니다~멀리 안가도 호텔내 더 그라운드,편의점,포이푸등맛집이 있어서 정말 좋았어요그리고 호텔 나와서 뒤쪽으로 가면 조개구이집들 많은데제일 끝집을 추천드립니다~",100,100,100
7bec98a1,9b0057ac,a6891975,세인트존스 호텔,좋았습니다. 가볼만한 호텔입니다. 어플이용해서 예약했더니 셀프 체크인 기계를 써서 체크인이 편했습니다.,100,100,100
29ac9ba2,9b0057ac,5230114d,세인트존스 호텔,직원분들이 친절해서 너무 만적 조식이랑 레이트 체크 아웃도 좋았아요!글고 저는 눈보면서 말하는갈 중요시 생각하는데 남직원분 정말 눈 쳐다버면서 이야기 해주셔서 넘나뤼 갬덩직원분들이 최고였어사 또 가고파요헬스장도 있고 짱짱 다만 편의점 너무 일찍 닫아요,100,100,100
93c259b8,9b0057ac,b66b7ede,세인트존스 호텔,체크인 줄 엄청 길었어요..ㅋㅋ엘리베이터도 느린 편이어서 답답했어요근데 객실은 진짜 너무 좋았어요!넓고 깨끗하고 일단 방음이 진짜 잘 돼서 옆 객실에 누가 있는지도 모르겠더라구요근데 욕실은...ㅎㅎ 물때가 진짜 많았어요샤워부스도 넓고 다 좋은데 어메니티 있는 곳 부터 타일 사이사이.. 세면대 실리콘 부분에 다 빨갛게 물때가 있더라구요그 거 빼고는 너무 좋았어요일회용 제품은 따로 자판기에서 구매해야 되고체크아웃 오래 걸린다고 해서 일부러 삼십분 정도 일찍 나갔더니 엘리베이터도 바로 탔고 체크아웃도 안 기다리고 바로 했어요,100,100,60
aca9ec1d,9b0057ac,b3c21fdb,세인트존스 호텔,룸 은조은데 어메니티에없는게 많고~~수건교체도유료라니~~ㅠ,90,90,100
98fcbf1d,9b0057ac,ae3c5933,세인트존스 호텔,숙소도 깨끗하고 고층이라 그런지  답답한거 없이 편히 잘쉬었어요~위치가 좋아 시장도 가깝고 밥먹으러 가기도 좋았어요 엄마가 좋다고 하시네요~,80,80,80
d0c3780b,9b0057ac,ca134c43,세인트존스 호텔,여러가지로 참 좋아하는곳이에요.또 방문할게요.착한가격으로 많이 올려주세요,80,70,80
bbb6d79a,9b0057ac,137d78f9,세인트존스 호텔,오션뷰 너무 좋았구요!! 객실 깨끗했어요 ㅎㅎ 침구가 폭신해서 아주 맘에들었음 강릉가면 또 세인트존스로 갈거에요,100,100,100
19852aeb,9b0057ac,fe6e53e4,세인트존스 호텔,가족여행으로 방문했습니다.객실 청결도는 깨끗하고 좋습니다. 비록 논밭과 산뷰이긴했지만 통창도 시원한 느낌이 들고 고급스러운 커튼에 만족했습니다.전체적으로 객실 분위기는 고급스럽고 무드있는 조명이 많아 인스타용 사진 찍기도 좋을것같습니다.해수욕장과 인접해있지만 따로 해수욕장 가는 길을 조성해놓진 않은것같아 조금 아쉽네요.체크인이 헬이라고하는데 생각보다 금방 차례가 와서 좋았습니다.,100,100,100
63b43bc6,9b0057ac,27c3658c,세인트존스 호텔,너무 너무 좋았던 숙소 입니다,100,100,100
8efca58a,9b0057ac,e307609d,세인트존스 호텔,너무 고급스러운곳에서 하루를보낸것같아 좋았습니다^-^,100,100,100
b611b000,9b0057ac,e6a451a1,세인트존스 호텔,강릉여행 덕분에 잘 하고있습니다 ㅎㅎ룸 컨디션도 너무 깔끔하고 좋네요!!일단은 주위에 강문해변도 바로 있고먹을 것두 주변에 엄청 많아요 ㅎㅎㅎ맛집 다니기에는 최고의 호텔이에요!!!밤이 되니까 너무 반짝반짝하고 예쁘더라구요...밤바다도 너무 잘 봤어요 ㅎㅎ 게다가 직원분들도다들 매우 친절하셔서 좋은 기억이 됐어요^^다음 강릉 여행때도 올 수 있으면 올게요 ㅎㅎ,100,100,100
42db2924,9b0057ac,6e52e579,세인트존스 호텔,체크인도 빨라서 좋았구요 행복했습니다,100,100,100
27daa3b7,9b0057ac,a002c8ee,세인트존스 호텔,"강원도 산불때문에 힘들어하는 도만들을 위해 나온 쿠폰 덕분으로 세인트존스호텔 방문했습니다. 이주 저렴하게 이용할 수 있어서 좋았습니다. 룸 컨디션은 생각각보다 좋았고, 방이랑 화장실 넓이도 커서 만족했습니다. 주차장도 넓었고, 호텔내에 카페 편의점 등이 있어 편리했습니다. 다만 16시 정각 호텔 체크인을 고수하여서 거의 17시 반 넘어서 입실하는 것은 고쳐야 할 부분이라고 생각합니다",80,70,80
b66111e0,9b0057ac,39908c38,세인트존스 호텔,"모든면에서 만족합니다.조용히 쉬고 싶었는데 객실도 청결했고,저녁에 풀에서 진행한 버블이벤트도 괜찮았습니다 ~",100,80,100
e3e11234,9b0057ac,6b935a8e,세인트존스 호텔,"부대시설이나 청결도는 역시나 너무너무 좋았어요! 객실 컨디션도 좋았고요! 호텔 안에 전시회같은 뮤즈, 런닝맨, 오빠닭, 피자에땅, 헬스장, 사우나, 수영장 인피니티 풀. 펍 등 시설이 굉장히 좋아요. 오션동 맨위층이었나 브롱스는 아예 영업을 하지 않는다고 하네요 가실 분둘 참고해주세요! 아 그리구 1층에 포이푸 분위기 너무 좋아요ㅠㅜㅠ 호텔 내부 펍이라 가격대는 좀 있지만 치킨버거..? 도 되게 맛있었어요!! 다만 아쉬운 점은 일회용품 줄이기때문에 칫솔, 치약, 면도기 등의 어메니티를 제공하지 않는다는 점이에요 그래도 5성급인데 일회용품을 줄이려면 객실에 배치는 안해도 따로 요청하면 지급해주는게 맞지 않나라는 생각이 들었습니다ㅜㅠㅠㅠ 없는 사람들은 어차피 일회용품을 따로 또 사야하니까요,,그리고 복잡한 프론트 대신 셀프 체크인&아웃 키오스크도 생긴 것 같더라고용 이용하시면 나쁘지 않을 것 같아요그리고 게임장이랑 1층 포토메틱 절대 가지 마세요. 일단 포토메틱은 조명이나 포토부스 기본 기능들이 전혀 없고 5000원에 딱 한장 나옵니다.... ㅜㅠㅠㅠ또 제 인생 최악이었던 게임장은 관리 안되어있고 돈 먹고 작동 안해서 몇천원 돈 날렸어요ㅠㅜㅠ 관리자는 전화 한통을 안받고요 쓰다보니까 화나서 내일 다시 이번엔 호텔에 연락해보려고요,,, 게임장만 아니었으면 완벽한 호캉스였습니당",100,60,100
dd9092c2,9b0057ac,60aa90f2,세인트존스 호텔,"생각 했던 것 보다는 너무 좋았다 라는 생각은 안드네요..우선 침대가 너무 불편했고 객실 청결도도 엄청 좋다는 생각이 안 들었어요~ 체크인은 생각보다 수월 하게 했고주변에 바다, 맛집들이 있어서 좋았어요~",80,60,60
8d4a70fe,9b0057ac,b01062e5,세인트존스 호텔,"베란다에서 바다가 잘보여서 너무 좋았거 방도 크고 넓어서 너무 좋아요!!!주차장도 잘되어있고, 편의점과 음식점도 1층에 많아 이용하기 편하고 좋네요!!또 직원분들이 매우 친절하셔서 기분 좋게 숙박하고왔네요호텔이 크리스마스로 꾸민느낌이라 더 겨울의 몽글몽글한 느낌이 나면서 좋습니당 다음에 강릉오면 또 올거 같아요 세인트존스는 언제나 성공적입니다 추천추천!!",100,100,100
04c49c42,9b0057ac,1e20b580,세인트존스 호텔,숙소 안에서 음식 놀거리 다 해결가능하고 좋아요!호텔 앞에 바다가 바로 있어서 숙소에서 뭐든걸 다 해결하고 놀수있어요!!,100,100,80
ebd17d7e,9b0057ac,12166e6e,세인트존스 호텔,"설연휴에 집에만 있기 뭐해서 무작정 알아본 강릉….해변을 끼고 오션뷰 호텔을 찾아보던중 눈에 들어온 호텔..세인트존스호텔,,,주변 관광후 하루보내기에 무난한 것 같아요..근처 식당과 카페도 많고 걸어서 산책하기에 더없이 좋았어요. 다만, 밤이 되니 호텔 인근이 어두워서 스산하기까지 하네요. 조명트리 같은것으로 주변을 따뜻하게 한다면 좋을것 같습니다. 다음에도 다시 오고 싶어요~",100,100,80
62cbfde3,9b0057ac,9972147a,세인트존스 호텔,직원분들 너무 친절하고 객실도 쾌적하고 좋았어요 ~ 아쉬운점은 호텔 규모에비해 주차공간이 적어 외부주차장 이용하는건 불편하더라구요 🥲 객실에 슬리퍼가 제공이 안되서 자판기에서 구매하는것도 좀 아쉽지만 잘 쉬다갑니다~~,100,90,100
f654cae9,9b0057ac,db9e73ed,세인트존스 호텔,체크아웃 시간대에 엘리베이터 이용이 쉽지않다는 부분 제외하고만족입니다,100,100,100
e419de2e,9b0057ac,7feb47ec,세인트존스 호텔,"침대, 화장실 등 객실 컨디션이 좋았고 객실이 생각했던 것보다 넓어서 마음에 들었어요.다만 플라스틱 줄이기라고는 하나 객실 내부에 칫솔, 치약이 없는 점은 아쉬웠어요.밤에 체크인을 하다보니 뷰를 볼 수 없었는데 아침에 베란다를 통해 보이는 일출과 바다가 너무 아름답더라구요.예쁘고 아름다운 곳에서 좋은 추억 많이 만들고 갑니다.다음에 강릉에 또 오게 되면 무조건 세인트존스에서 묵을거예요!^^",100,100,100
f7222a9f,9b0057ac,e477e33e,세인트존스 호텔,정말 최고로 깔끔합니다.. 특히 부대시설.. 인피니티풀 사우나... 예술이에용.. ㅋㅋㅋㅋ 인피니티풀사용하실때 꼭 줄서서.. 선베드 예약하시길.. 8마넌짜리.. 카바나 셋.. 추천해요 ㅋㅋㅋ 가성비 좋아요,100,100,100
6186af82,9b0057ac,b6ec32fb,세인트존스 호텔,요즘 비즈니즈 호텔도 이정도 아닌데..  ㅠㅠㅠ애기있는 가족이면 몰라도 어른들 모시고 가는 호텔은 아닌것 같습니다. 도떼기 시장의 연속!!,20,30,30
b5e21c20,9b0057ac,750b1971,세인트존스 호텔,최고였어요ㅠㅜㅜㅜ 진짜모든것이완벽한가지아쉬웟던건 층간소음ㅎ,100,100,100
44fec1be,9b0057ac,87f9cd20,세인트존스 호텔,엄청 넓고 바로 앞이 바다고 먹을 수 있는것들이 많아서좋다,60,80,70
edb4a62a,9b0057ac,08e481c9,세인트존스 호텔,호텔 시설 자체는 좋았지만방에 들어가자마자마 탁자 위에 비누 포장비닐이 뜯어져있었고 물 마시려는데 컵 안에 물이 들어있어서 종이컵 사다 마셨어요..이런 경우가 처음이라 당황ㅠㅠ조식은 종류가 많지는 않지만 맛있었어요청결에 신경 좀 더 쓰셔야할 듯 합니다,50,100,40
33993c22,9b0057ac,1a57a0b6,세인트존스 호텔,여긴 올때마다 항상 만족합니다평일 할인된 가격에 이만한 곳은 없습니다.완전강추~~,100,100,100
f811c778,9b0057ac,936374db,세인트존스 호텔,강릉에가면 자주 묶는곳 입니다사이드 씨뷰는 첨인데 오션뷰보다 저희는 더 좋았어요강문해변이보이고 강문해변에있는 무지개다리?도 보이고 간간히보이는 폭죽도 보이고...이번엔 코로나로 2층 부페와 수영장은 이용하지 않았지만 날씨와 바람이 좋아 거리두기 지키며 바닷가에서 노니 그것도 너무 좋았습니다식사는 아이들은호텔네 피자에땅에서 포장 어른들은 강문해변까지 산책해서 해파랑에서 물회랑 회비빔밥 포장해서 룸에서 먹었어요식사도 만족스러웠고 룸 상태도 만족코로나로. 외부활동 없는 여행이였지만 다 만족했어요,100,100,100
b3471dc5,9b0057ac,ef5e926d,세인트존스 호텔,1.오션뷰로 예약했는데 저층이라(6층이었나) 앞에 나무들반 바다 반 보였어요ㅠ 그게 아쉽2. 앞에 포차술집에 싸우는 손님들있어서 개시끄러웠는데 관계자들 아무도 나와보지않고 안말리더라구요 경찰에 신고할뻔 ㅎ 3. 전체적으로 깔끔하고 옆에 스카이베이호텔이랑 비교하면 호텔크기나 시설면에서는 더 좋았어요 ! 그치만 뷰는 스카이베이가 더 좋음 !4. 주차장이랑 객실이랑 건물이 달라서 물건 꺼내올때 좀 귀찮았음.,70,80,80
446e1e66,9b0057ac,1166a1a4,세인트존스 호텔,파셜뷰였는데 좋았어요룸컨디션에 문제가 약간있었는데친절하게 바로 해결해주셔서 좋았습니다,100,100,100
524bbaad,9b0057ac,64e86cba,세인트존스 호텔,깔끔하고 좋아요~ 바다도 보이는 객실에 기분이 좋았습니다%^,100,100,100
49f8859a,9b0057ac,bbeab5a6,세인트존스 호텔,체크인부터 쉽지않은 호텔이라는걸 인지하지 못하고 간지라 호텔 도착하자마자의 분위기가 사뭇 좋은인상을 남기진 않았고(사람이 너무많아 프론트 체크인은 불가능할뿐 아니라 키오스크 체크인도 줄이 어마어마한 상황)체크인 후 화장실문제로 또 한번 실망했습니다샤워 중 물을 킨지 얼마지나지 않아서부터 물이 차올랐고 더이상 씻었다간 물이 넘칠것 같아 하수구쪽을 확인했으나 이미 누구의것인지도 모를 머리카락과 모들이 꽉차 있었습니다그러고나서 화장실 상태를 보니 구석구석 머리카락들도 청소가 제대로 되있지 않더군요...샴푸만 씻어내는 정도로 대충 씻고 나와 프론트에 문의를 남겼으나 확인하러 오시는 분은 한시간 이상 시간지나 오셨던것같아요열심히 샤워실을 확인하시는지 고치시는지 어느정도의 시간이 지났고 생각보다 오래걸린다고 느껴지는 때쯤 고치러 오신분께선 하수구 부분이 쉽게 뚫을수 있을 정도로 막힌정도가 아닌것같다고 하시며 공구를 가지고 다시 한시간 뒤 방문하신다고 하셨어요당연히 저를 제외한 동행자는 씻지도 못하고 막연히 기다리고만 있었고 한시간 지났을 즘 다시 방문해주셨어요그리곤 다시 열심히 고치긴 하시는데 시간이 오래걸려 뭔가 잘못된것 같다는 생각이 들쯤 고치러 오신분께선 오늘은 완벽히 뚫지 못할것 같다며.... 그냥 조금 내려가는 이정도로 사용하셔야 겠다는 말만 남기곤 가셨습니다...다음날 체크아웃때는 꼭 이 사단을 말해야겠다는 생각으로 체크아웃을 하러 갔지만 사람이 너무많아 프론트로 체크아웃을 하는건 불가능해보였고 그냥 키오스크로 체크아웃을 하곤 나왔습니다 솔직히 이야기하자면 다시는 이용하고싶지 않고 지인들이나 주변사람들이 간다고 하면 뜯어말릴것 같아요... 에효,50,10,10
8595083c,9b0057ac,4a088c93,세인트존스 호텔,"펫과 또는 아이들 물놀이, 젊은 친구들이 어울리는 환경, 밤바다와 해송이 근사합니다. 펫이 없거나 조용히 쉬어가기에는 매우 부적합하구요, 실내는 판넬이 떨어진곳도 있고 샤워부스 물바로 차오르고 문도 잘 안닫히고 바닥에는 언제 떨어진지도 모르는 끈적이는 음식 찌꺼기 있고 그릇없는 인덕션과 싱크대는 왜있는지 모르겠습니다. 티비 배터리 는 안된다하니 바로 와서 교환해주더군요.",40,40,40
6c3cc811,9b0057ac,1209025a,세인트존스 호텔,"직원분들이 정말 친절하셨습니다. 그리고 주변에 여러 편의시설들이 있어서 먹거리, 볼거리, 놀거리 등 다양하게 즐길 수 있어서 좋았습니다. 그리고 수영장에서 보는 뷰가 멋졌고 물이 따뜻해서 날씨가 추워도 이용할 수 있었던 점이 맘에 들었습니다. 객실은 전반적으로 깔끔했고 다만 어메니티가 제공이 안되는 점이 아쉬웠으나 환경을 위한 것이므로 이해했습니다. 다른 분들께서 이용하신다면 미리 다 챙겨갈 것을 권장드립니다. 샴푸, 바디워시, 린스는 큰 대용량으로 다회용 용기에 담겨있기는 하지만 그 외에는 없으므로 참고하시면 좋을 것 같습니다. 제가 묵은 방은 뷰는 다른 건물에 막혀서 좋지는 않았습니다^^; 대신 바로 앞에 가면 바다가 있었기에 좋았습니다^^ 다음에는 여름에 한 번 와서 겨울이라 운영되지 못한 다른 수영장을 가보고 싶습니다~",100,100,100
ba996248,9b0057ac,f320f246,세인트존스 호텔,좋았어요.하지만 조식에 한식과 고기종류(생선)가 없어서 아쉬웠어요.저녁식사 오크랩도 쫌 아쉬운 감이 있었어요.뷔페식으로 하면 더 좋지 않을까 생각해 봅니다.즐거웠어요~땡큐~^^,80,80,80
43522d8d,9b0057ac,d79d0395,세인트존스 호텔,방에서 꿉꿉한 냄새가 마니 나더라구요ㅜ엘레베이터도 많지않아서 힘들었어요ㅜ뷰는좋았고 주위에 맛집이랑 갈곳은 많아서 좋네요~,100,100,100
0209e1ec,9b0057ac,c54b37e9,세인트존스 호텔,셀프 체크인체크아웃 편합니다.엘리베이터 너무 느립니다.부대시설이 많지는 않고 객실내 미니바는 없습니다. 칫솔이 어메니티에포함되어있어 좋습니다.아이욕조 젖병소독기 아기침대 신청했는데 잘 설치해주셨습니다. 욕실이 분리되어있어 편한점도 있으나 매우 좁습니다.6층 코너방 이었는데 오션뷰와 시티뷰 일출을 동시에 즐길수 있습니다. 모든게 만족스럽지만 한가지 아쉬운점은 욕실 샤워커튼에 곰팡이가 많니 끼어있어 청결해보이지 않습니다.,70,80,80
9d07fd78,9b0057ac,a9028fdc,세인트존스 호텔,2박을 같은객실에서 보냈습니다. 1)방청소는 쓰레기통 비우기 2)타월교환 3) 침대정리 였습니다. 바닥청소는 하지 않았습니다. 딸아이랑 머리카락이 길어서 머리카락이 좀 빠집니다. 다음여행때는 우스게 소리로 청소기도 싸들고 와야하느냐 말했습니다. 마루바닥 이라서 먼지나 머리카락이 있으면 매우 지저분해 보입니다. 차라리 빗자루라도 챙겨 놓으면 쓸으런만 티슈로 쓸면서 청소까지 해주고 왔습니다. 아무튼 장점과 단점이 확실한 호텔인것 같습니다. 이번 여행으로 느낀점은1). 강릉올때는 강릉시내는 대중교통으로 이용하고 주문진방향으로 갈 계획이 있으시면 택시는 (카카오택시) 검색해 보시고 이용해 보세요.  초당근처만 가도 버스배차 간격이40분이상 입니다. 2). 강릉역앞에서 렌트하시고 오세요. 강릉시내 아니면 외각으로 가시면 택시비도 많이 나오고 버스는 배차간격이 긴니다.  다리도 아프고 지칩니다. 택시가가 의예로 많이 나와요 가까운 거리는 4500원먼거리는 2만원이상 나오더라고요. 2박3일동안 근거리 택시비만 4만원이상!! 3). 먼대가서 식사하시지 말고 초당이나 중앙시장에서 해결하세요. 먼곳으로 가봤지 교통비에 식대비도 비싸더라고요. 경험자 경험담 계획을 잘 짜서 오세요. 시긴과비용이 절감 됩니다. 호텔비는 저렴하게 온것같아요. 조식은 가격에 비해 못미칩니다 그 가격이면 근처에 식당에서 아침 푸짐하게 드세요~조식이라는 기대감이 유리창 깨지듯이 와장창 마음이 무너짐니다. ㅎㅎ 긴글 읽어주셔서 감사합니다.,60,40,20
588fed8f,9b0057ac,c24521c7,세인트존스 호텔,엄마와 오랜만에 함께 하는 여행기념으로 이틀 예약했는데 생긴지 얼마 안돼서 호텔 내부와 룸컨디션이 정말 깨끗하고 시설도 체계적으로 잘되어있습니다. 그리고 직원분들이 다들 굉장히 친절했습니다. 디럭스 트윈룸에 묵었는데 들어가자마자 확 트여있는 광활한 뷰가 정말 맘에 들었고 프로모션 기간이라 그런지 사우나 이용권도 무료로 이틀 간 사용할 수 있어서 너무 좋았고요! 평소 yogibo 쿠션 좋아하는데 이것까지 구비된 찜질방은 처음 봤네요:) 바로 호텔 나오자마자 소나무숲이 있는 강문해변에서 아침마다 산책해서 너무 좋았어요! 다른 해변가에 비해 오염되지 않아서 맑고 깨끗해서 산책로로 제격이었어요. 요즘 미세먼지가 심해서 돌아다니기에 조금 아쉬웠지만 날 좋아지면 다시 재방문 할 예정입니다. 가격대비 정말 만족입니다! 가격 오르지 않으면 좋겠어요ㅜㅜ,100,100,100
fb2cc2d8,9b0057ac,19b92aa7,세인트존스 호텔,침대 푹신해서 좋고 깔끔하고 주변에 먹을거리가 많아서 좋았습니다. 난방이 잘되서 특히 좋았습니다.,100,100,100
59b989a7,9b0057ac,0f75289d,세인트존스 호텔,침구 너무 좋고 룸 컨디션 오션뷰 최고였어요딱 한가지 아쉬운 점은.. 체크인 시간이 4시 좀 늦다는게ㅜ 그래도 편의시설도 많고 만족합니다♡,100,100,100
1d916dcd,9b0057ac,75af070c,세인트존스 호텔,강릉 여행으로 가격도있고해서 좋겠지 하고 잡았는데 아는 지인들 간다고 하면 도시락싸서 말릴듯.방도 시설도 걍 근처 럭셔리모텔 가셈.풀빌라가시든가,10,10,10
e15c0545,9b0057ac,1eb6fdc6,세인트존스 호텔,"청결하구 좋은데요~냉장고 너무작고 샴푸,린스가 너무 후져요~폼크렌징없어요~",100,100,100
e8e55742,9b0057ac,af21c10d,세인트존스 호텔,"오션뷰가 다 나가서 파셜오션으로 예약한건데 너무너무 좋았어요! 오히려 바다도 보이고 밤에 야경도 보여서 더 좋았어요 ㅎㅎ 청결하고 ,, 환경보호랍시고 일회용 칫솔, 슬리퍼 안주는건 좀 속상하지만 ㅠㅡㅠ 인피니티풀도 너무 비싼데 그래서 오히려 더 사람 많이 안붐비고 좋은듯! 좋았어용 대체로~~~",80,100,100
6648e5aa,9b0057ac,40211677,세인트존스 호텔,직원  친절하고  청결하니  잘  이용  했어요~~,90,80,80
0e215496,9b0057ac,aed11e5a,세인트존스 호텔,8월 성수기라도 비싼 가격에 비해서 주차장과  엘리베이터 이용이 너무 불편합니다  체크인 대기 시간도 너무 많이 걸리고주차장도 좁아서 밖에 주차 해야하고체크아웃 시간에 엘베가 고장났는지 1대만 운행을 해서1층 내려가는데 30분 걸리고  14층에서 계단으로 로비까지 걸어서내려왔습니다 호텔이니 실내 청결은 기본이구 침구류는 좋지만  부대시설 이용이 너무 불편해서 다시 이용하고 싶지 않습니다,80,80,80
8184fbf3,9b0057ac,df417214,세인트존스 호텔,처음 주차할 때 부터 마음에 안 들었습니다돈내고 가는 데 체크인시간 4시라고 안내해놓고 4시에 바로 갔는 데 이미 본관 건물 주차가 만차랍니다뭔 행사인지 뭔지 땜에 바쁘다고 다 막아둿네요 행사땜에 체크인 2시부터 시작했다는 데 그럼 예약자들한테 안내라도 해주시던가 시간 맞춰 온 사람들은 호구인가요그리고 오션수영장땜에 시끄러워서 방 옮겨달랫더니침대 같은 사이즈라더니 가보니 작은 사이즈에머리카락 있어서 그냥 참고 잤는 데담날 청소할 때 시트 안쪽에 머리카락 있다고 세번이나 말했는 데 시트만 갈고 그대로네요 참고 자려다가 화가 나서 다시 해달라고 했는 데또 그대로 ㅋㅋㅋㅋ 여태 만족해서 강릉 갈 때 마다 갔는 데 이젠 안가렵니다,10,10,10
dde59fa8,9b0057ac,5e0e6d49,세인트존스 호텔,"해돋이 구경 실컷 하고 왔어요😁1. 체크인- 오래기다렸다는 리뷰가 많아서,  오전 10시정도 도착하여 체크인 사전예약 걸어놓고밥먹고, 카페다녀오니 차례가 되어서 딱좋았어요!2. 수영장- 인피니티풀 홍보가 많이하고 기대하고 갔는데, 약간 이용객들 나이대가 어린느낌; 인피니티풀 매니아라서 이숙소 예약한건데 이부분은 살짝 기대만큼은 아니였어요3. 부대시설 편리하게 잘되어있음정리- 수영장은 생각보다 별로- 수압 Good - 침구 뽀송하고 편안했음- 그린캠페인중이라 어메니티 없음(샴푸, 린스, 바디워시만 있음)- 수건은 2장에 큰타올2장 줌- 반려견 출입가능이라 알러지 있으신분은 피하세요 +일부 애견인들 본인 반려견 관리안됨. 결론: 재방문 의사없음. 가성비 떨어짐",100,100,100
a7d76143,9b0057ac,1689f5a6,세인트존스 호텔,"할인율 치곤 매우 만족했지만 정상가로 묵었으면 좀 짜증났을 것 같아요. 일단 엘레베이터 기다릴 때 몇 층인지 안 나오는데.. 어떻게 좀 안 될까요? 그리고 일행이 15층이었는데 다른 엘베를 이용해야 한다는 안내가 없었어요. 키오스크로 체크인 때도 예약번호,안심번호 헛갈리게 한 부분도 좀 불편해요. 제 앞 몇 팀 다 그랬답니다. 방 내부 자체는 깨끗하고 흠 잡을 데 없었어요.",80,80,80
9ba98de6,9b0057ac,e136f256,세인트존스 호텔,가족 여행으로 방문 했었는데 부모님이랑 잘 이용했어요! 무엇보다 반려견 가능한 호텔이라서 저희 강아지도 편하게 2박 3일동안 잘 있었어요ㅎㅎ 다음에 강릉 가게되면 또 방문할게요!,80,100,100
5f9b7411,9b0057ac,cc44661a,세인트존스 호텔,"화장실 깔끔해서 일단 좋았고 깨끗해서 좋아여호텔안에 카페,음식점,편의점 등 편의시설이 많이 들어와있어서편리하고 굿굳,, 바다도 바로앞에 있고 놀거리들도 근처에있으니 강릉올때 애용할듯💛화장실 수압 미쳤어요,,,진짜 쎈 수압 너무 즇아요:) 티비도 넷플릭스 디즈니 웨이브 다 있어요 심심할 일 없음💛 바디워시 샴푸 컨디셔너 냄새도 핵좋음조명도 많이 되어있어서 좋음,,,강릉ㅇ오면 무조건 방문",100,100,100
